first_name,last_name,birth_city,birth_country,native_language,birthday
Sorcha,Harpham,Sanbao,China,Afrikaans,10/4/1998
Gennifer,Learoid,Neglasari,Indonesia,Tetum,10/6/2002
Raf,Couch,Dachuan,China,Marathi,1/12/2008
Dag,Boole,Le Mans,France,Dari,12/9/2012
Jennifer,Thorpe,Spokoynaya,Russia,Swedish,1/25/2009
Kimble,Bertl,Xicheng,China,Finnish,12/6/1999
Klarrisa,Sephton,Shīrvān,Iran,Arabic,11/4/1997
Arlana,Beadell,Portela,Portugal,Haitian Creole,10/10/1995
Jamima,Colles,Massy,France,Norwegian,12/23/2018
Venus,Aldis,Arshaluys,Armenia,Oriya,10/20/2009
Marga,Wylder,Aketi,Democratic Republic of the Congo,Bosnian,2/28/1999
Lynn,Stickley,Balitai,China,Arabic,3/4/1992
Berta,Cordeux,Kotel,Bulgaria,West Frisian,11/18/2017
Codee,Eccleston,San Pedro,Bolivia,Tamil,2/19/2015
Junie,Saltrese,Huantuo,China,Zulu,12/15/1992
Genna,Balchin,Addiet Canna,Ethiopia,Kazakh,1/31/2014
Cosmo,Kos,Jiazi,China,Gagauz,2/22/2004
Margaret,Sheal,Chok Chai,Thailand,Kashmiri,7/31/1992
Elianore,MacLaughlin,Qingyang,China,Tsonga,12/21/2004
Carree,Dunkerley,Ikar,Indonesia,Malay,5/12/1993
Eldridge,Probbing,Langchi,China,Māori,1/19/1995
Dody,Comport,Songhae,South Korea,Telugu,6/23/1991
Lorain,Dombrell,Vidual,Portugal,Quechua,8/7/2016
Eddy,Wigsell,Krasnyy Profintern,Russia,Lithuanian,3/2/1994
Desiri,Greenstock,Shiling,China,Assamese,10/17/2012
Roanne,Voelker,Uitiuhtuan,Indonesia,Malayalam,12/29/1997
Etty,Lyman,Capellanía,Panama,Spanish,7/18/1990
Barbette,Massingberd,Mutā Khān,Afghanistan,Northern Sotho,10/6/2014
Lucie,Narup,Một Ngàn,Vietnam,Ndebele,8/2/2004
Maxim,Ferruzzi,Shuyuan Zhen,China,Belarusian,5/2/1997
Jeffry,Kenton,Lantang,China,Arabic,6/8/2000
Ivie,Bestall,Kaducondong,Indonesia,Guaraní,9/24/2020
Amanda,Kesterton,Brits,South Africa,Quechua,10/19/2016
Nancey,Asple,Qingfa,China,Haitian Creole,7/2/1996
Eba,Maidment,Sudimoro,Indonesia,Oriya,12/3/2003
Joshua,Wilks,Cigaleuh Kulon,Indonesia,Guaraní,8/31/1997
Kirbee,Gadsdon,Petrov,Czech Republic,Oriya,9/18/2016
Clevie,Simeoni,Ciguha Tengah,Indonesia,Hungarian,11/3/2019
Dieter,Eppson,Pirapora do Bom Jesus,Brazil,Albanian,10/11/2017
Mathilda,Agiolfinger,Göteborg,Sweden,Armenian,3/2/2009
Federica,Caney,Ribeirão da Ilha,Brazil,Irish Gaelic,10/8/2013
Fairfax,Crate,Liborina,Colombia,West Frisian,7/15/2009
Earvin,Abramovicz,Santa Fe,Philippines,Belarusian,1/27/1997
Baldwin,Collough,Shtip,Macedonia,Amharic,4/8/2011
Anallese,Figurski,Mnelalete,Indonesia,Macedonian,7/23/2020
Shurwood,Gauchier,Talacogon,Philippines,Gujarati,10/22/2007
Malcolm,Gauler,Abnūb,Egypt,Swahili,8/18/2014
Christine,Dimitriades,Pulau Pinang,Malaysia,Afrikaans,6/24/1990
Priscella,Emmines,Hato Mayor del Rey,Dominican Republic,Dutch,2/8/2017
Emyle,Greaser,Luozhou,China,Kurdish,10/25/1990
Melody,Ponton,Stockholm,Sweden,Haitian Creole,4/9/2005
Pammie,Terran,Dobrzyca,Poland,Telugu,10/4/2020
Vilhelmina,Simounet,Saint John,Malta,Quechua,6/4/2018
Doe,Kytter,Lubaczów,Poland,Bislama,2/6/2014
Brion,Dines,Hejiang,China,Hungarian,5/7/2004
Lois,Upshall,Salamanca,Chile,French,8/8/1992
Bradley,Roundtree,Plérin,France,Tajik,10/29/2014
Valenka,Ible,Turmus‘ayyā,Palestinian Territory,Sotho,10/27/1992
Harli,Rebillard,Ngorongoro,Tanzania,Malagasy,6/1/2001
Gipsy,Ceillier,Jinhai,China,Dhivehi,4/4/2011
Cedric,Santo,Kota Kinabalu,Malaysia,German,5/20/1991
Renate,Clemetts,Changfu,China,Burmese,7/30/2011
Daffie,Rapkins,Maliuzui,China,Kashmiri,2/23/2002
Rice,Reeson,Dourbali,Chad,Yiddish,12/15/2012
Corrianne,Lalley,Chunoyar,Russia,Yiddish,11/30/2005
Konstantine,Bowdidge,Arlöv,Sweden,Armenian,1/23/2021
Dale,Langcastle,Novhorod-Sivers’kyy,Ukraine,Indonesian,5/30/2019
Brinna,Nissle,Cilangkap,Indonesia,Malayalam,2/4/2014
Jade,Ivanyutin,Gogaran,Armenia,Portuguese,1/6/2015
Ginnie,Forten,Al Ibrāhīmīyah,Egypt,Azeri,7/15/2015
Luelle,Holstein,San Martín Zapotitlán,Guatemala,Yiddish,3/23/1997
Katalin,Hymor,Puerto Eldorado,Argentina,Azeri,1/24/2011
Pru,Robottom,Zhireken,Russia,Fijian,11/2/2002
Winifield,Dadge,Laocheng,China,Dutch,7/10/2007
Stace,Keller,Denver,United States,Korean,3/12/2011
Jerrine,Baxstar,Ciénega,Colombia,Kurdish,4/1/1998
Bar,Wymer,Saint-Brieuc,France,Polish,2/9/1991
Ernaline,Dudgeon,Davydovo,Russia,Aymara,2/24/2014
Tess,Brummell,Huanghe,China,Maltese,2/22/1999
Honoria,Jadczak,Corga,Portugal,Papiamento,4/4/2013
Ernie,Grainger,Gelang,Indonesia,Hebrew,9/26/2006
Joaquin,Nealy,Bobigny,France,Oriya,1/17/2011
Angel,Racine,Anuling,Philippines,Haitian Creole,4/29/2014
Coop,Wortman,Jasienica Rosielna,Poland,Gujarati,8/19/1999
Sunny,Leman,Campo Alegre,Brazil,Fijian,4/7/1997
Bendix,Pointer,Banjar Brahmanabukit,Indonesia,German,11/11/2001
Freida,Wartnaby,Sarband,Tajikistan,Somali,2/4/2016
Edith,Rosenboim,Jinghai,China,Norwegian,3/2/2018
Alika,Hattrick,Limbaan,Philippines,Japanese,4/4/2007
Laney,Heaselgrave,Samal,Philippines,Sotho,9/19/2019
Antons,Clive,Cerro Azul,Argentina,Guaraní,8/18/1996
Elijah,Rosengart,Tarakan,Indonesia,Bosnian,6/20/2008
Hy,Dugald,Den Chai,Thailand,New Zealand Sign Language,12/20/2018
Neil,Dunton,Ziway,Ethiopia,Hebrew,11/4/1993
Gabey,McLaggan,Orekhovo-Zuyevo,Russia,Mongolian,11/13/2002
Auroora,Hutchin,Sindanghayu,Indonesia,Fijian,6/10/1994
Nikos,Good,San Pedro Carchá,Guatemala,Zulu,5/24/2016
Beilul,Moncrefe,Saint Paul,United States,Azeri,3/10/1999
Terza,Durie,Ashley,United Kingdom,Dzongkha,6/25/2014
Stevena,Traice,Nanyaojie,China,Bengali,4/17/2000
Amalita,Nasey,Jiupu,China,Quechua,10/17/2014
Marci,Sulter,Nalus,Philippines,Chinese,7/2/1998
Oswell,Bortolussi,Lemahputih,Indonesia,Tetum,7/28/1999
Jaclin,Marlin,Pochuta,Guatemala,Burmese,11/5/2011
Myrwyn,Arguile,Karangranjong,Indonesia,Belarusian,7/17/2001
Frederic,Manwell,Taurija,Peru,Spanish,4/27/2011
Rosemaria,Syer,Dodoma,Tanzania,Dhivehi,12/27/2008
Elissa,Lerer,Xufeng,China,Tamil,9/29/2017
Arman,Welford,Fengting,China,German,1/14/2010
Bogart,MacNamee,Irkliyevskaya,Russia,Oriya,10/18/2015
Fielding,Featherstonhaugh,Labog,Philippines,Finnish,8/26/1990
Ashli,Harriott,Yeroẖam,Israel,Bosnian,1/29/2018
Melinde,Bosomworth,Breda,Netherlands,Montenegrin,12/12/2009
Randa,Crennell,Sirnarasa,Indonesia,Romanian,6/15/2000
Zorah,Carrabot,Zhangqiang,China,Dari,8/14/2019
Collete,Kiera,Viana do Alentejo,Portugal,Icelandic,6/4/2016
Ingrid,Workes,Kuala Terengganu,Malaysia,Aymara,8/7/2011
Annabelle,Dunnet,Shucheng Chengguanzhen,China,Montenegrin,2/26/2002
Garold,O'Downe,Santa Rosa,Argentina,West Frisian,12/10/2014
Vic,Keeble,Toulouse,France,Tajik,9/25/2000
Kendrick,Lally,Mata,Portugal,Tajik,8/22/2010
Nestor,Krier,Nizhnedevitsk,Russia,Amharic,6/13/2003
Bernice,Aggiss,Darovskoy,Russia,Kashmiri,9/5/1995
Caryl,Stanworth,Konstantinovskoye,Russia,English,6/20/1991
Philis,Benwell,Nacka,Sweden,Quechua,1/27/2014
Pepi,Rens,Loutrós,Greece,Zulu,8/7/1999
Tiffi,Loomis,Neyrīz,Iran,Lao,5/4/2020
Milo,Jamieson,Santol,Philippines,Northern Sotho,2/25/2010
Orbadiah,Lippard,Ayacucho,Peru,Japanese,4/20/2007
Gallard,Kimbell,Deir Ḥannā,Israel,Dhivehi,8/21/2002
Elysee,Teall,Qiubin,China,Kyrgyz,8/19/1994
Eldridge,Grigolli,Ashbourne,Ireland,Pashto,8/16/1999
Tamera,Steadman,Chalcos,Peru,Tok Pisin,8/9/1991
Kelsey,Maryska,Strenči,Latvia,French,12/30/1992
Sheff,Ivushkin,Farafenni,Gambia,Macedonian,12/16/2005
Evangelina,Adamou,Boulogne-sur-Mer,France,Croatian,12/6/1994
Anabel,Alyutin,Tierra Blanca,Mexico,Nepali,4/17/2014
Gusti,Woolpert,Jiabei,China,Gagauz,1/7/2006
Emelita,Surgood,Cankuzo,Burundi,Oriya,2/11/2015
Minor,Gurden,Pampierstad,South Africa,Assamese,4/4/2010
Brewster,Melchior,Mountain View,United States,Zulu,9/9/2019
Skippy,Hillan,Juru,Brazil,Yiddish,9/7/2008
Jeanna,Wildblood,Soasio,Indonesia,Gujarati,8/2/2001
Garvey,Cumpton,Sindangjawa,Indonesia,Albanian,7/4/1990
Kristin,Lomen,Roubaix,France,Kashmiri,1/18/2014
Roseanna,Scholer,Ramos West,Philippines,Tsonga,12/4/2009
Vasily,Robbert,Toledo,United States,Māori,10/6/1992
Rickie,Chadwell,Sittwe,Myanmar,Spanish,8/3/1997
Lane,Meindl,Bayanan,Philippines,Hebrew,9/10/2006
Bernie,Noblett,Swords,Ireland,Hindi,9/21/2002
Hansiain,Dudden,Zhongzuiling,China,Tamil,6/24/2004
Maxwell,Allbones,Chiba,Japan,Telugu,4/16/2014
Kahlil,Iglesia,Hamar,Norway,Irish Gaelic,9/7/1996
Starlene,Matic,Nine,Portugal,Lao,1/10/2004
Isaac,Nasey,Sungi Liput,Indonesia,West Frisian,2/25/2014
Barbie,Rego,Damaishan,China,Norwegian,5/24/2004
Diarmid,Blenkinsopp,Hanjiashu,China,Montenegrin,12/30/2002
Gabriela,Grand,Laowobao,China,Afrikaans,8/21/2015
Virginie,Paute,Tanjung,Indonesia,Latvian,12/17/2013
Alley,McGinnis,Bakıxanov,Azerbaijan,Moldovan,3/17/2009
Rollo,Gerrey,Marićka,Bosnia and Herzegovina,Afrikaans,12/22/2011
Selinda,Folli,Sidrolândia,Brazil,Punjabi,9/13/2000
Adrienne,Ousley,Lipci,Montenegro,Punjabi,3/20/2004
Matthaeus,Denington,Baisha,China,Bulgarian,12/23/2011
Samuele,Cowsby,Krasnyy Kholm,Russia,Arabic,5/19/2016
Leslie,McQuillen,Mikhaylovka,Russia,Swati,9/30/2002
Zacharia,Blakes,Balitai,China,Burmese,7/11/1994
Tybie,California,Sainte-Thérèse,Canada,Tok Pisin,8/16/1999
Kass,Leathlay,Huanggu,China,New Zealand Sign Language,2/2/1995
Carlita,Womersley,Sawankhalok,Thailand,Icelandic,8/23/2016
Sib,Delbergue,Modderfontein,South Africa,Māori,6/9/1999
Trisha,Conwell,Karangmelok,Indonesia,Kazakh,7/23/2012
